P#,Document,Extension,Jenis,SortCategory,Category,SortTopic,Topic,Date,LastUpdated,MIME Type,Size,ID,url
3,Kontraktor Kontrak Kerja Sama,,PPN,7,Wajib Pungut (Wapu) PPN,,,Thu Feb 20 2020 08:23:43 GMT+0800 (HKT),Thu Feb 20 2020 08:23:57 GMT+0800 (HKT),document,0,1OFA6gpWl0rRa0Op6LiLxVvKuRKCGlkfM2Me3TtcKbxc,https://docs.google.com/document/d/1OFA6gpWl0rRa0Op6LiLxVvKuRKCGlkfM2Me3TtcKbxc/edit?usp=drivesdk
2,Bendaharawan Pemerintah dan KPKN,,PPN,7,Wajib Pungut (Wapu) PPN,,,Thu Feb 20 2020 08:23:34 GMT+0800 (HKT),Thu Feb 20 2020 08:23:50 GMT+0800 (HKT),document,0,1amwuJWXV6SUiRgAGa8s96BgxH1obcuJRQ_Jy8Q7jgE4,https://docs.google.com/document/d/1amwuJWXV6SUiRgAGa8s96BgxH1obcuJRQ_Jy8Q7jgE4/edit?usp=drivesdk
1,Wajib Pungut (WAPU) PPN,,PPN,7,Wajib Pungut (Wapu) PPN,,,Thu Feb 20 2020 08:23:27 GMT+0800 (HKT),Thu Feb 20 2020 08:23:41 GMT+0800 (HKT),document,0,1O35790qGnkNEcdi2Oqq4cuKseEqW8mrXmLHsilEkLl0,https://docs.google.com/document/d/1O35790qGnkNEcdi2Oqq4cuKseEqW8mrXmLHsilEkLl0/edit?usp=drivesdk
3,Pemusatan Tempat PPN terutang (sejak 1 Januari 2013 - PER-19/PJ/2010),1,PPN,5,Pemusatan PPN,,,Fri Feb 21 2020 15:10:06 GMT+0800 (HKT),Fri Feb 21 2020 15:31:41 GMT+0800 (HKT),document,0,1yWWvBEvmSUPUVeqyFUzLo8gUUAEFQB_Fio5TxyJGF-M,https://docs.google.com/document/d/1yWWvBEvmSUPUVeqyFUzLo8gUUAEFQB_Fio5TxyJGF-M/edit?usp=drivesdk
2,Pemusatan tempat terutang PPN (Ketentuan Sejak 1 April 2010),,PPN,5,Pemusatan PPN,,,Fri Feb 21 2020 15:09:58 GMT+0800 (HKT),Fri Feb 21 2020 15:10:12 GMT+0800 (HKT),document,0,15TOuMLIQrztJgQhBmvQ7cpeX8K_huiiO6QCi99LLe7Q,https://docs.google.com/document/d/15TOuMLIQrztJgQhBmvQ7cpeX8K_huiiO6QCi99LLe7Q/edit?usp=drivesdk
1,Pemusatan tempat terutang PPN (lama) (Ketentuan sebelum 1 April 2010),,PPN,5,Pemusatan PPN,,,Fri Feb 21 2020 15:09:51 GMT+0800 (HKT),Fri Feb 21 2020 15:10:05 GMT+0800 (HKT),document,0,1pklhBB4GV8gTA4jD9dQKxk4J_mwMm4TDCVHne3_FJKA,https://docs.google.com/document/d/1pklhBB4GV8gTA4jD9dQKxk4J_mwMm4TDCVHne3_FJKA/edit?usp=drivesdk
1,Perbandingan Ketentuan Bukan Objek PPN Sebelum dan Sesudah berlakunya UU 42 Tahun 2009,,PPN,4,Bukan Objek PPN,,,Thu Feb 20 2020 08:03:06 GMT+0800 (HKT),Thu Feb 20 2020 08:03:20 GMT+0800 (HKT),document,0,1EVl_U7fa6RyaQgdB_JfnWC0Hx90eDk1KM8ZbvF9yMUo,https://docs.google.com/document/d/1EVl_U7fa6RyaQgdB_JfnWC0Hx90eDk1KM8ZbvF9yMUo/edit?usp=drivesdk
12,Jasa Kesenian dan Hiburan,,PPN,4,Bukan Objek PPN,,,Thu Feb 20 2020 07:52:47 GMT+0800 (HKT),Thu Feb 20 2020 07:53:02 GMT+0800 (HKT),document,0,1YeqetFepQRC_0ZHnzt5KHSwSSw_CM7as3ybGus_bR3s,https://docs.google.com/document/d/1YeqetFepQRC_0ZHnzt5KHSwSSw_CM7as3ybGus_bR3s/edit?usp=drivesdk
11,Jasa Boga atau Katering,,PPN,4,Bukan Objek PPN,,,Thu Feb 20 2020 07:52:42 GMT+0800 (HKT),Thu Feb 20 2020 07:52:55 GMT+0800 (HKT),document,0,1DG8GugJ2tXLzmNvBHUpgXCQc4iRi9zEtsQXFqA5d4Y4,https://docs.google.com/document/d/1DG8GugJ2tXLzmNvBHUpgXCQc4iRi9zEtsQXFqA5d4Y4/edit?usp=drivesdk
10,Jasa Pendidikan,,PPN,4,Bukan Objek PPN,,,Thu Feb 20 2020 07:52:34 GMT+0800 (HKT),Thu Feb 20 2020 07:52:48 GMT+0800 (HKT),document,0,1m486PJNKoZ2b5dlXAEckRlrExCAFp7OnXxDx_cEHyGU,https://docs.google.com/document/d/1m486PJNKoZ2b5dlXAEckRlrExCAFp7OnXxDx_cEHyGU/edit?usp=drivesdk
9,Jasa Penyiaran yang Tidak Bersifat Iklan,,PPN,4,Bukan Objek PPN,,,Thu Feb 20 2020 07:52:21 GMT+0800 (HKT),Thu Feb 20 2020 07:52:35 GMT+0800 (HKT),document,0,1CX74EwoUGeHJrln8_Bz6sjiBYmW1P_AwUV60QLbO-_A,https://docs.google.com/document/d/1CX74EwoUGeHJrln8_Bz6sjiBYmW1P_AwUV60QLbO-_A/edit?usp=drivesdk
8,jasa yang disediakan oleh Pemerintah dalam rangka menjalankan pemerintahan secara umum,,PPN,4,Bukan Objek PPN,,,Thu Feb 20 2020 07:52:14 GMT+0800 (HKT),Thu Feb 20 2020 07:52:28 GMT+0800 (HKT),document,0,1Qg0lrsKhJRDLpA5jqSTsv0j5GpNvrz-n3GGVnqdR_e0,https://docs.google.com/document/d/1Qg0lrsKhJRDLpA5jqSTsv0j5GpNvrz-n3GGVnqdR_e0/edit?usp=drivesdk
7,Jasa Penyediaan Tempat Parkir,,PPN,4,Bukan Objek PPN,,,Thu Feb 20 2020 07:52:04 GMT+0800 (HKT),Thu Feb 20 2020 07:52:18 GMT+0800 (HKT),document,0,1eIR43WHXIdcFv7qYYOakzubR3OILN_bcQoKd7gUCQhA,https://docs.google.com/document/d/1eIR43WHXIdcFv7qYYOakzubR3OILN_bcQoKd7gUCQhA/edit?usp=drivesdk
6,Jasa tenaga kerja,,PPN,4,Bukan Objek PPN,,,Thu Feb 20 2020 07:51:57 GMT+0800 (HKT),Thu Feb 20 2020 07:52:11 GMT+0800 (HKT),document,0,1-NzqzvEQ2nzMlvLnJPEW4XsOMyna9prOF8srH_t6Kpw,https://docs.google.com/document/d/1-NzqzvEQ2nzMlvLnJPEW4XsOMyna9prOF8srH_t6Kpw/edit?usp=drivesdk
5,Bukan Objek PPN (Bukan BKP dan Bukan JKP) SEJAK 1 April 2010,,PPN,4,Bukan Objek PPN,,,Thu Feb 20 2020 07:51:49 GMT+0800 (HKT),Thu Feb 20 2020 07:52:04 GMT+0800 (HKT),document,0,1Wr5Z3dh1gCmyhRstDDPRVN7OVtpu7XNohQvFGRHOH5I,https://docs.google.com/document/d/1Wr5Z3dh1gCmyhRstDDPRVN7OVtpu7XNohQvFGRHOH5I/edit?usp=drivesdk
4,Bukan Objek PPN (Bukan BKP dan Bukan JKP) SEBELUM 1 April 2010,,PPN,4,Bukan Objek PPN,,,Thu Feb 20 2020 07:51:41 GMT+0800 (HKT),Thu Feb 20 2020 07:51:55 GMT+0800 (HKT),document,0,1Bmxv2KlPfKXOHe5SRB1wWE3-SjY2smYf-x9ugfGOTyI,https://docs.google.com/document/d/1Bmxv2KlPfKXOHe5SRB1wWE3-SjY2smYf-x9ugfGOTyI/edit?usp=drivesdk
3,Jasa Perhotelan,,PPN,4,Bukan Objek PPN,,,Thu Feb 20 2020 07:51:33 GMT+0800 (HKT),Thu Feb 20 2020 07:51:48 GMT+0800 (HKT),document,0,1EiqDvh2i4G8G82BFX7Jcl6QIHVJCiTDpde3_pNHCqh0,https://docs.google.com/document/d/1EiqDvh2i4G8G82BFX7Jcl6QIHVJCiTDpde3_pNHCqh0/edit?usp=drivesdk
2,Jasa Angkutan Umum,,PPN,4,Bukan Objek PPN,,,Thu Feb 20 2020 07:51:23 GMT+0800 (HKT),Thu Feb 20 2020 07:51:39 GMT+0800 (HKT),document,0,1oJLS6_OOJOSmeIqGIr0OvxhKWoEqg7pNEuufLCCYnus,https://docs.google.com/document/d/1oJLS6_OOJOSmeIqGIr0OvxhKWoEqg7pNEuufLCCYnus/edit?usp=drivesdk
6,penyerahan BKP/JKP di dalam Daerah Pabean yang dilakukan oleh Pengusaha (Ps 4 ayat (1) huruf a & c),,PPN,3,Objek PPN,,,Thu Feb 20 2020 07:41:10 GMT+0800 (HKT),Thu Feb 20 2020 15:43:05 GMT+0800 (HKT),document,0,1RdNQiFCE9zhWmrpH6GtnYQZSk5zeci3O4jnQySSLYuQ,https://docs.google.com/document/d/1RdNQiFCE9zhWmrpH6GtnYQZSk5zeci3O4jnQySSLYuQ/edit?usp=drivesdk
7,PPN atas Penyerahan Jasa Jalan Tol,,PPN,3,Objek PPN,,,Thu Feb 20 2020 07:41:16 GMT+0800 (HKT),Thu Feb 20 2020 07:41:31 GMT+0800 (HKT),document,0,1eiwYc9mg6oPz8I5s6Jm_N0W-WqbnEnZ5uM4HTY7QJZI,https://docs.google.com/document/d/1eiwYc9mg6oPz8I5s6Jm_N0W-WqbnEnZ5uM4HTY7QJZI/edit?usp=drivesdk
5,Aktiva yang Menurut Tujuan Semula Tidak Untuk Diperjualbelikan (Pasal 16D),,PPN,3,Objek PPN,,,Thu Feb 20 2020 07:41:02 GMT+0800 (HKT),Thu Feb 20 2020 07:41:18 GMT+0800 (HKT),document,0,1ujdCx5Ry98WJcH10rhS91ppzVoZko1xWXLf7y3VdXWE,https://docs.google.com/document/d/1ujdCx5Ry98WJcH10rhS91ppzVoZko1xWXLf7y3VdXWE/edit?usp=drivesdk
4,Ekspor JKP dan/atau BKP Tidak Berwujud,,PPN,3,Objek PPN,,,Thu Feb 20 2020 07:40:54 GMT+0800 (HKT),Thu Feb 20 2020 07:41:08 GMT+0800 (HKT),document,0,1qoKvb-_q4NjIJzfNaA0BVJdReQNYq2S3-PI4iHS28SQ,https://docs.google.com/document/d/1qoKvb-_q4NjIJzfNaA0BVJdReQNYq2S3-PI4iHS28SQ/edit?usp=drivesdk
3,Pemanfaatan BKP tidak Berwujud atau JKP dari Luar Daerah Pabean,,PPN,3,Objek PPN,,,Thu Feb 20 2020 07:40:48 GMT+0800 (HKT),Thu Feb 20 2020 07:41:02 GMT+0800 (HKT),document,0,1sVGKak3bsu8k9nq_l8HPepfj404bfn9D1W6T2t4hlrQ,https://docs.google.com/document/d/1sVGKak3bsu8k9nq_l8HPepfj404bfn9D1W6T2t4hlrQ/edit?usp=drivesdk
2,Kegiatan Membangun Sendiri (KMS) (Pasal 16C UU PPN),,PPN,3,Objek PPN,,,Thu Feb 20 2020 07:40:40 GMT+0800 (HKT),Thu Feb 20 2020 07:40:54 GMT+0800 (HKT),document,0,1WH1vZ0mzXu5WasYZEyNJkxbdgqizkf8JEvhpoZnfPLE,https://docs.google.com/document/d/1WH1vZ0mzXu5WasYZEyNJkxbdgqizkf8JEvhpoZnfPLE/edit?usp=drivesdk
1,Pemakaian Sendiri dan Pemberian Cuma-cuma,,PPN,3,Objek PPN,,,Thu Feb 20 2020 07:40:34 GMT+0800 (HKT),Thu Feb 20 2020 07:40:48 GMT+0800 (HKT),document,0,1ngzP_sByqGg1sfZq_jUKOU2FJOwA6N1tISz2IBgN8ZY,https://docs.google.com/document/d/1ngzP_sByqGg1sfZq_jUKOU2FJOwA6N1tISz2IBgN8ZY/edit?usp=drivesdk
1,Yang Termasuk Pengertian Penyerahan BKP,,PPN,3,Objek PPN,1,Termasuk kedalam Pengertian Penyerahan BKP,Thu Feb 20 2020 07:43:26 GMT+0800 (HKT),Thu Feb 20 2020 07:43:40 GMT+0800 (HKT),document,0,1JDqUl1_4OlZiHtVpRkV4O9PYGObrDe-T4Fj4kd6ZL0A,https://docs.google.com/document/d/1JDqUl1_4OlZiHtVpRkV4O9PYGObrDe-T4Fj4kd6ZL0A/edit?usp=drivesdk
4,Penyerahan BKP secara Konsinyasi,,PPN,3,Objek PPN,1,Termasuk kedalam Pengertian Penyerahan BKP,Thu Feb 20 2020 07:43:20 GMT+0800 (HKT),Thu Feb 20 2020 07:43:34 GMT+0800 (HKT),document,0,1vPi27R7Vs4JpU6SKGQMv5nJCWV770CxAB2vOKAup5z4,https://docs.google.com/document/d/1vPi27R7Vs4JpU6SKGQMv5nJCWV770CxAB2vOKAup5z4/edit?usp=drivesdk
3,"Penyerahan BKP kepada pedagang perantara (komisioner), melalui juru lelang, makelar",,PPN,3,Objek PPN,1,Termasuk kedalam Pengertian Penyerahan BKP,Thu Feb 20 2020 07:43:12 GMT+0800 (HKT),Thu Feb 20 2020 07:43:27 GMT+0800 (HKT),document,0,1Ovbv58ZHiMhYUtj_v4ny3GopXjK2APsJ6xBP-7VKyKs,https://docs.google.com/document/d/1Ovbv58ZHiMhYUtj_v4ny3GopXjK2APsJ6xBP-7VKyKs/edit?usp=drivesdk
2,Pengalihan BKP karena suatu perjanjian sewa beli dan/atau perjanjian sewa guna usaha (leasing),,PPN,3,Objek PPN,1,Termasuk kedalam Pengertian Penyerahan BKP,Thu Feb 20 2020 07:43:06 GMT+0800 (HKT),Thu Feb 20 2020 07:43:20 GMT+0800 (HKT),document,0,1RVgdH06KvpIx7dWVJ8H9ohk_p9ws97R-iJcrgERHqhg,https://docs.google.com/document/d/1RVgdH06KvpIx7dWVJ8H9ohk_p9ws97R-iJcrgERHqhg/edit?usp=drivesdk
5,Penyerahan hak atas BKP karena suatu Perjanjian,,PPN,3,Objek PPN,1,Termasuk kedalam Pengertian Penyerahan BKP,Thu Feb 20 2020 07:42:59 GMT+0800 (HKT),Thu Feb 20 2020 07:43:13 GMT+0800 (HKT),document,0,1GgZuRtJjvLnA_Q2q4-ukQ5Zu_7U4aFYkIAYIcCzXA-g,https://docs.google.com/document/d/1GgZuRtJjvLnA_Q2q4-ukQ5Zu_7U4aFYkIAYIcCzXA-g/edit?usp=drivesdk
2,Tempat Terutangnya PPN (KPP Tempat WP Mengajukan Permohonan PKP),,PPN,2,Subjek PPN,,,Thu Feb 20 2020 07:39:07 GMT+0800 (HKT),Thu Feb 20 2020 07:39:20 GMT+0800 (HKT),document,0,16MblBOR-FX9lC3RlHacfsXbebZG-SsHw_z7Vg8irbng,https://docs.google.com/document/d/16MblBOR-FX9lC3RlHacfsXbebZG-SsHw_z7Vg8irbng/edit?usp=drivesdk
1,Subjek PPN (PKP dan Non PKP),,PPN,2,Subjek PPN,,,Thu Feb 20 2020 07:39:00 GMT+0800 (HKT),Thu Feb 20 2020 07:39:14 GMT+0800 (HKT),document,0,195ZkQuwjc8HgFqbrQ2s5HevjiwJ1S_pIkpMXsLMoqzg,https://docs.google.com/document/d/195ZkQuwjc8HgFqbrQ2s5HevjiwJ1S_pIkpMXsLMoqzg/edit?usp=drivesdk
6,Branches PP 10 Tahun 2012,,PPN,1,Umum,,,Thu Feb 20 2020 07:37:56 GMT+0800 (HKT),Thu Feb 20 2020 07:38:09 GMT+0800 (HKT),document,0,11JdrPeeMv2U7eXJ7abH0bPzbvaovveEUemde21Uag0c,https://docs.google.com/document/d/11JdrPeeMv2U7eXJ7abH0bPzbvaovveEUemde21Uag0c/edit?usp=drivesdk
5,Tanggung Jawab Renteng,,PPN,1,Umum,,,Thu Feb 20 2020 07:37:49 GMT+0800 (HKT),Thu Feb 20 2020 07:38:03 GMT+0800 (HKT),document,0,1hSTT0TOZxEBZqGrtbbohxtiCxEzQiB23TBFp8eiXvdU,https://docs.google.com/document/d/1hSTT0TOZxEBZqGrtbbohxtiCxEzQiB23TBFp8eiXvdU/edit?usp=drivesdk
4,UU PPN dan Resume,,PPN,1,Umum,,,Thu Feb 20 2020 07:37:43 GMT+0800 (HKT),Thu Feb 20 2020 07:37:56 GMT+0800 (HKT),document,0,11FqxurgHP4ppGvnN7t9-4REdL5lmJJ7Mx3tUmhG6Pg4,https://docs.google.com/document/d/11FqxurgHP4ppGvnN7t9-4REdL5lmJJ7Mx3tUmhG6Pg4/edit?usp=drivesdk
3,Lain - lain,,PPN,1,Umum,,,Thu Feb 20 2020 07:37:36 GMT+0800 (HKT),Thu Feb 20 2020 07:37:50 GMT+0800 (HKT),document,0,1CdOqUvmpZtkUolwSWq6VuzGqkP-XCJWx9AHD-3UU4Q4,https://docs.google.com/document/d/1CdOqUvmpZtkUolwSWq6VuzGqkP-XCJWx9AHD-3UU4Q4/edit?usp=drivesdk
2,Bagaimanakah mekanisme pemungutan PPN?,,PPN,1,Umum,,,Thu Feb 20 2020 07:37:29 GMT+0800 (HKT),Thu Feb 20 2020 07:37:43 GMT+0800 (HKT),document,0,1F1QI7BrbUQkCg8Y-d0ctPIxuR8YYCqcFNha8wJ4_8IY,https://docs.google.com/document/d/1F1QI7BrbUQkCg8Y-d0ctPIxuR8YYCqcFNha8wJ4_8IY/edit?usp=drivesdk
1,Mekanisme PPN Indonesia,,PPN,1,Umum,,,Thu Feb 20 2020 07:37:22 GMT+0800 (HKT),Thu Feb 20 2020 07:37:27 GMT+0800 (HKT),document,0,10qvUuHl1ali-kR9r0n5TKvkVoIBSyfahABctDg6wRr4,https://docs.google.com/document/d/10qvUuHl1ali-kR9r0n5TKvkVoIBSyfahABctDg6wRr4/edit?usp=drivesdk
1,FP sebelum 1 April Vs setelah 1 April 2010,,PPN,6,Faktur Pajak dan Nota Retur,,,Thu Feb 20 2020 08:06:07 GMT+0800 (HKT),Tue Feb 25 2020 06:55:09 GMT+0800 (HKT),document,0,1NFS9dDAlqMa5UGWkwkHwhTNdsIfkF0nQX2ZKAP4yrd0,https://docs.google.com/document/d/1NFS9dDAlqMa5UGWkwkHwhTNdsIfkF0nQX2ZKAP4yrd0/edit?usp=drivesdk
1,Tata Cara Pembuatan Nota Retur (berlaku mulai 1 Januari 1995 sampai 31 Maret 2010),,PPN,6,Faktur Pajak dan Nota Retur,3,Ketentuan Sebelum 1 April 2010,Thu Feb 20 2020 08:19:48 GMT+0800 (HKT),Thu Feb 20 2020 08:20:03 GMT+0800 (HKT),document,0,12z19pqtYLA2dGrXMwKfdJb7HCjL6NoHNMohKDlsUc_4,https://docs.google.com/document/d/12z19pqtYLA2dGrXMwKfdJb7HCjL6NoHNMohKDlsUc_4/edit?usp=drivesdk
6,FP Cacat (Ketentuan Sejak 1 April 2010 s/d 31 Maret 2013),,PPN,6,Faktur Pajak dan Nota Retur,2,Ketentuan Sejak 1 April 2010 s/d 31 Maret 2013,Thu Feb 20 2020 08:19:03 GMT+0800 (HKT),Thu Feb 20 2020 08:19:17 GMT+0800 (HKT),document,0,18ek1QbXFENlwlra12eesOw1CIGzYGsnQTE80uq3yMd0,https://docs.google.com/document/d/18ek1QbXFENlwlra12eesOw1CIGzYGsnQTE80uq3yMd0/edit?usp=drivesdk
5,FP Hilang (Ketentuan Sejak 1 April 2010 s/d 31 Maret 2013),,PPN,6,Faktur Pajak dan Nota Retur,2,Ketentuan Sejak 1 April 2010 s/d 31 Maret 2013,Thu Feb 20 2020 08:18:56 GMT+0800 (HKT),Thu Feb 20 2020 08:19:10 GMT+0800 (HKT),document,0,1SqJhNBCeasGsmXbHvW1LxUB4GQeDVtdSG3YGKjRwnJo,https://docs.google.com/document/d/1SqJhNBCeasGsmXbHvW1LxUB4GQeDVtdSG3YGKjRwnJo/edit?usp=drivesdk
4,Kode dan Nomor Seri FP (Ketentuan Sejak 1 April 2010 s/d 31 Maret 2013),,PPN,6,Faktur Pajak dan Nota Retur,2,Ketentuan Sejak 1 April 2010 s/d 31 Maret 2013,Thu Feb 20 2020 08:18:50 GMT+0800 (HKT),Thu Feb 20 2020 08:19:04 GMT+0800 (HKT),document,0,1ztkSVTKu1UvTnXwcFkbzr8bdLEmFzq3AbxlvvxvkFMg,https://docs.google.com/document/d/1ztkSVTKu1UvTnXwcFkbzr8bdLEmFzq3AbxlvvxvkFMg/edit?usp=drivesdk
3,FP (Ketentuan Sejak 1 April 2010 s/d 31 Maret 2013),,PPN,6,Faktur Pajak dan Nota Retur,2,Ketentuan Sejak 1 April 2010 s/d 31 Maret 2013,Thu Feb 20 2020 08:18:44 GMT+0800 (HKT),Thu Feb 20 2020 08:18:58 GMT+0800 (HKT),document,0,1aMEnC0GDq7S23UoHAksCYOYe93yYHJteeuaJwNxSHKU,https://docs.google.com/document/d/1aMEnC0GDq7S23UoHAksCYOYe93yYHJteeuaJwNxSHKU/edit?usp=drivesdk
2,Pembatalan FP (Ketentuan Sejak 1 April 2010 s/d 31 Maret 2013),,PPN,6,Faktur Pajak dan Nota Retur,2,Ketentuan Sejak 1 April 2010 s/d 31 Maret 2013,Thu Feb 20 2020 08:18:39 GMT+0800 (HKT),Thu Feb 20 2020 08:18:52 GMT+0800 (HKT),document,0,15EWuSuIyFnxerYdtkhwF5uAbb6rKC8H2LlyTxWpP8bA,https://docs.google.com/document/d/15EWuSuIyFnxerYdtkhwF5uAbb6rKC8H2LlyTxWpP8bA/edit?usp=drivesdk
1,FP Pengganti (Ketentuan Sejak 1 April 2010 s/d 31 Maret 2013),,PPN,6,Faktur Pajak dan Nota Retur,2,Ketentuan Sejak 1 April 2010 s/d 31 Maret 2013,Thu Feb 20 2020 08:18:34 GMT+0800 (HKT),Thu Feb 20 2020 08:18:47 GMT+0800 (HKT),document,0,1-F3RK5D1CTtF8hd-MP9IYEI09EYhgKszcgqeP_gUkhE,https://docs.google.com/document/d/1-F3RK5D1CTtF8hd-MP9IYEI09EYhgKszcgqeP_gUkhE/edit?usp=drivesdk
2,Dokumen Tertentu yang Dipersamakan dengan Faktur Pajak,2,PPN,6,Faktur Pajak dan Nota Retur,1,Ketentuan Terbaru,Fri Feb 21 2020 14:48:09 GMT+0800 (HKT),Wed Feb 26 2020 10:29:08 GMT+0800 (HKT),document,0,1bra3Kck09R4KE1HjhVEoz1_DWnu9J2JCmMc9w-Yfa3s,https://docs.google.com/document/d/1bra3Kck09R4KE1HjhVEoz1_DWnu9J2JCmMc9w-Yfa3s/edit?usp=drivesdk
5,Larangan Penggunaan Metode QQ Pada FP,,PPN,6,Faktur Pajak dan Nota Retur,1,Ketentuan Terbaru,Fri Feb 21 2020 14:48:35 GMT+0800 (HKT),Fri Feb 21 2020 16:20:39 GMT+0800 (HKT),document,0,1YtKVl7X0ElRd68Id5w0eNtTI54goJuBH4p0rU4yBIN0,https://docs.google.com/document/d/1YtKVl7X0ElRd68Id5w0eNtTI54goJuBH4p0rU4yBIN0/edit?usp=drivesdk
17,FP sejak 1 April 2013 (sudah tidak berlaku),,PPN,6,Faktur Pajak dan Nota Retur,1,Ketentuan Terbaru,Fri Feb 21 2020 14:50:07 GMT+0800 (HKT),Fri Feb 21 2020 14:50:21 GMT+0800 (HKT),document,0,1ERX951OeROGcUQJ2UUjIn3wrw62j0tOaGLEb8nVz9xE,https://docs.google.com/document/d/1ERX951OeROGcUQJ2UUjIn3wrw62j0tOaGLEb8nVz9xE/edit?usp=drivesdk
16,Yang baru tentang FP Menurut PER-24/PJ/2012 (sudah ada perubahan),,PPN,6,Faktur Pajak dan Nota Retur,1,Ketentuan Terbaru,Fri Feb 21 2020 14:50:01 GMT+0800 (HKT),Fri Feb 21 2020 14:50:14 GMT+0800 (HKT),document,0,1m3xcnRzkhC9CtitFyH7ElGzdLY-m5hyraAL-Nl87KiM,https://docs.google.com/document/d/1m3xcnRzkhC9CtitFyH7ElGzdLY-m5hyraAL-Nl87KiM/edit?usp=drivesdk
15,Sertifikat Elektronik,,PPN,6,Faktur Pajak dan Nota Retur,1,Ketentuan Terbaru,Fri Feb 21 2020 14:49:53 GMT+0800 (HKT),Fri Feb 21 2020 14:50:07 GMT+0800 (HKT),document,0,1-LIIEw53BckqjsJNSY7U28jGweq3VAFyZYIft-35atk,https://docs.google.com/document/d/1-LIIEw53BckqjsJNSY7U28jGweq3VAFyZYIft-35atk/edit?usp=drivesdk
14,Faktur Pajak elektronik (e-Faktur),,PPN,6,Faktur Pajak dan Nota Retur,1,Ketentuan Terbaru,Fri Feb 21 2020 14:49:45 GMT+0800 (HKT),Fri Feb 21 2020 14:49:59 GMT+0800 (HKT),document,0,1qIHT3JfqAuhgEXwDN-5GQwX8_t-HJMCDKOlLa-YSDio,https://docs.google.com/document/d/1qIHT3JfqAuhgEXwDN-5GQwX8_t-HJMCDKOlLa-YSDio/edit?usp=drivesdk
13,Faktur Pajak sejak 1 Juli 2014,,PPN,6,Faktur Pajak dan Nota Retur,1,Ketentuan Terbaru,Fri Feb 21 2020 14:49:38 GMT+0800 (HKT),Fri Feb 21 2020 14:49:52 GMT+0800 (HKT),document,0,1Juq3MVcJ0nwk9cHLOZEywUmAVaxXw94ypWgMuquZC9A,https://docs.google.com/document/d/1Juq3MVcJ0nwk9cHLOZEywUmAVaxXw94ypWgMuquZC9A/edit?usp=drivesdk
12,FP Tidak Lengkap (Ketentuan Sejak 1 April 2013),,PPN,6,Faktur Pajak dan Nota Retur,1,Ketentuan Terbaru,Fri Feb 21 2020 14:49:31 GMT+0800 (HKT),Fri Feb 21 2020 14:49:45 GMT+0800 (HKT),document,0,1fmYUkPxY6ccnPnBkP3AHmOkmVaE7E0GDHmCWfH-_crA,https://docs.google.com/document/d/1fmYUkPxY6ccnPnBkP3AHmOkmVaE7E0GDHmCWfH-_crA/edit?usp=drivesdk
11,saat lain sebagai saat pembuatan faktur pajak atas penyerahan BKP dengan karakteristik tertentu,,PPN,6,Faktur Pajak dan Nota Retur,1,Ketentuan Terbaru,Fri Feb 21 2020 14:49:24 GMT+0800 (HKT),Fri Feb 21 2020 14:49:38 GMT+0800 (HKT),document,0,1fStGOzy0LuXVb8yceYFgaACSG8mksk65BQu7K_FCsHU,https://docs.google.com/document/d/1fStGOzy0LuXVb8yceYFgaACSG8mksk65BQu7K_FCsHU/edit?usp=drivesdk
10,FP Batal,,PPN,6,Faktur Pajak dan Nota Retur,1,Ketentuan Terbaru,Fri Feb 21 2020 14:49:17 GMT+0800 (HKT),Fri Feb 21 2020 14:49:31 GMT+0800 (HKT),document,0,1_VVVJCxqnR7JovIY10T7gWJXh4zucpP2mRjdoHq9xnc,https://docs.google.com/document/d/1_VVVJCxqnR7JovIY10T7gWJXh4zucpP2mRjdoHq9xnc/edit?usp=drivesdk
9,FP Hilang,1,PPN,6,Faktur Pajak dan Nota Retur,1,Ketentuan Terbaru,Fri Feb 21 2020 14:49:08 GMT+0800 (HKT),Fri Feb 21 2020 14:49:23 GMT+0800 (HKT),document,0,1qmjTX5R2CrU-W6adfTqFaCAOUryWqk69xQLIIi-hPXY,https://docs.google.com/document/d/1qmjTX5R2CrU-W6adfTqFaCAOUryWqk69xQLIIi-hPXY/edit?usp=drivesdk
8,FP Pengganti,,PPN,6,Faktur Pajak dan Nota Retur,1,Ketentuan Terbaru,Fri Feb 21 2020 14:49:01 GMT+0800 (HKT),Fri Feb 21 2020 14:49:14 GMT+0800 (HKT),document,0,1USTPaykljxvUCfMHYsHGPn3vA-Iy4zjP_i_tGlPkV4Q,https://docs.google.com/document/d/1USTPaykljxvUCfMHYsHGPn3vA-Iy4zjP_i_tGlPkV4Q/edit?usp=drivesdk
7,Kode dan Nomor Seri FP,,PPN,6,Faktur Pajak dan Nota Retur,1,Ketentuan Terbaru,Fri Feb 21 2020 14:48:52 GMT+0800 (HKT),Fri Feb 21 2020 14:49:08 GMT+0800 (HKT),document,0,1giph4JkSsQfJgmTSqAK1IKyLYs0Sgb8QBZ7Z_4ICe9s,https://docs.google.com/document/d/1giph4JkSsQfJgmTSqAK1IKyLYs0Sgb8QBZ7Z_4ICe9s/edit?usp=drivesdk
